symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
AKBNK,2015/3,2020-01-31 18:12:06,0.02932066539148524,0.0033386921900682657,,0.0,,,,731801000.0,,219187921000.0,219187921000.0,24958540000.0,,,,,945628000.0,,,0
AKBNK,2015/6,2020-01-31 18:12:06,0.0555240191126683,0.006395837945609177,,0.0,,,,1413884000.0,,221063137000.0,221063137000.0,25464367000.0,,,,,1813336000.0,,,0
AKBNK,2015/9,2020-01-31 18:12:06,0.08296202510194675,0.00883143584127414,,0.0,,,,2085530000.0,,236148463000.0,236148463000.0,25138369000.0,,,,,2662701000.0,,,0
AKBNK,2015/12,2020-01-31 18:12:06,0.11221207757736404,0.0127544010368121,,0.0,,,,2994848000.0,,234808988000.0,234808988000.0,26689177000.0,,,,,3827671000.0,,,0
AKBNK,2016/3,2020-01-31 18:12:06,0.039791424742337045,0.004732839953728828,,0.0,,,0.5679276196670953,1147411000.0,,242436045000.0,242436045000.0,28835635000.0,,,,,1242161000.0,,,0
AKBNK,2016/6,2020-01-31 18:12:06,0.0854422314875435,0.010024630866192987,,0.0,,,0.7537640994593616,2479619000.0,,247352649000.0,247352649000.0,29021000000.0,,,,,2896794000.0,,,0
AKBNK,2016/9,2020-01-31 18:12:06,0.12245990460612939,0.014291022607159523,,0.0,,,0.7577512670640077,3665843000.0,,256513694000.0,256513694000.0,29935047000.0,,,,,4310130000.0,,,0
AKBNK,2016/12,2020-01-31 18:12:06,0.14889133681854436,0.017668690275040463,,0.0,,,0.6095825230529229,4820455000.0,,272824693000.0,272824693000.0,32375658000.0,,,,,5676787000.0,,,0
AKBNK,2017/3,2020-01-31 18:12:06,0.04256902844851619,0.005119212437467411,,0.0,,,0.262525808101892,1448636000.0,,282980247000.0,282980247000.0,34030281000.0,,,,,1697197000.0,,,0
AKBNK,2017/6,2020-01-31 18:12:06,0.08027875838633233,0.010310004251438555,,0.0,,,0.2164437359126543,3016317000.0,,292562149000.0,292562149000.0,37573040000.0,,,,,3568925000.0,,,0
AKBNK,2017/9,2020-01-31 18:12:06,0.11584826098811164,0.015405594896355748,,0.0,,,0.23159857091533925,4514847000.0,,293065411000.0,293065411000.0,38972074000.0,,,,,5307189000.0,,,0
AKBNK,2017/12,2020-01-31 18:12:06,0.14939128755215958,0.019109111202390523,,0.0,,,0.25280061736910725,6039069000.0,,316030868000.0,316030868000.0,40424506000.0,,,,,7151494000.0,,,0
AKBNK,2018/3,2020-01-31 18:12:06,0.041544522872768073,0.005302283063977781,,0.0,,,0.17987817505570758,1709214000.0,,322354348000.0,322354348000.0,41141741000.0,,,,,1996358000.0,,,0
AKBNK,2018/6,2020-01-31 18:12:06,0.07905811662955128,0.009713299071178714,,0.0,,,0.09789819836575532,3311609000.0,,340935554000.0,340935554000.0,41888286000.0,,,,,3813403000.0,,,0
AKBNK,2018/9,2020-01-31 18:12:06,0.10740901877301824,0.011819996223180822,,0.0,,,0.02746405359915851,4638843000.0,,392457232000.0,392457232000.0,43188580000.0,,,,,5517296000.0,,,0
AKBNK,2018/12,2020-01-31 18:12:06,0.12987359769110926,0.017365422715409383,,0.0,,,-0.05786073979283893,5689644000.0,,327642125000.0,327642125000.0,43809089000.0,,,,,6670897000.0,,,0
AKBNK,2019/3,2020-01-31 18:12:06,0.029697624065189908,0.003958521075662607,,0.0,,,-0.17357803060354057,1412532000.0,,356833265000.0,356833265000.0,47563805000.0,,,,,1645353000.0,,,0
AKBNK,2019/6,2020-01-31 18:12:06,0.054502193747257704,0.007804330173507406,,0.0,,,-0.1875085494694573,2690654000.0,,344764245000.0,344764245000.0,49367811000.0,,,,,3060105000.0,,,0
AKBNK,2019/9,2020-01-31 18:12:06,0.07931400743577369,0.011631733997805106,,0.0,,,-0.11875590529793743,4087953000.0,,351448288000.0,351448288000.0,51541375000.0,,,,,4635633000.0,,,0
AKBNK,2019/12,2020-01-31 18:12:06,0.09961798873007267,0.015027604131218324,,0.0,,,-0.047837087874039216,5417468000.0,,360501112000.0,360501112000.0,54382427000.0,,,,,6160964000.0,,,0
AKBNK,2020/3,2020-04-28 18:10:26,0.024304407308848565,0.0033255635471057593,,0.0,,,-0.07255410850869219,1310047000.0,,393932331000.0,393932331000.0,53901623000.0,,,,,1538372000.0,,,0
AKBNK,2020/6,2020-07-28 18:11:11,0.05035573502965731,0.006981406202649883,,0.0,,,0.07642788704902229,2896295000.0,,414858399000.0,414858399000.0,57516686000.0,,,,,3334144000.0,,,0
AKBNK,2020/9,2020-10-27 18:11:56,0.07493453202972744,0.009742509990214487,,0.0,,,0.0810041113486383,4419094000.0,,453588860000.0,453588860000.0,58972731000.0,,,,,5032093000.0,,,0
AKBNK,2020/12,2021-02-02 18:10:47,0.0996069183751876,0.014048768766949602,,0.0,,,0.15684430438721558,6267167000.0,,446100801000.0,446100801000.0,62918993000.0,,,,,6989086000.0,,,0
AKBNK,2021/3,2021-04-28 18:10:15,0.03216229692145783,0.0042136084419987325,,0.0,,,0.5474986775283635,2027296000.0,,481130610000.0,481130610000.0,63033309000.0,,,,,2105419000.0,,,0
AKBNK,2021/6,2021-07-28 18:10:17,0.061394580713625684,0.008311788956981626,,0.0,,,0.4267075694982728,4132166000.0,,497145202000.0,497145202000.0,67305061000.0,,,,,4673412000.0,,,0
AKBNK,2021/9,2021-10-26 18:10:10,0.10452003783251759,0.01328980134567638,,0.0,,,0.6615880992800787,7342714000.0,,552507431000.0,552507431000.0,70251735000.0,,,,,8524848000.0,,,0
AKBNK,2021/12,2022-02-01 18:10:26,0.15964605124950973,0.01710497220953434,,0.0,,,0.9348308414312241,12125908000.0,,708911295000.0,708911295000.0,75954951000.0,,,,,14508623000.0,,,0
