symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
HALKB,2015/3,2020-02-14 18:14:51,0.03423925931671206,0.0036186817669021645,,0.0,,,,583594000.0,,161272540000.0,161272540000.0,17044586000.0,,,,,750174000.0,,,0
HALKB,2015/6,2020-02-14 18:14:51,0.06827977228338547,0.007000781720456045,,0.0,,,,1229390000.0,,175607532000.0,175607532000.0,18005186000.0,,,,,1503510000.0,,,0
HALKB,2015/9,2020-02-14 18:14:51,0.0916547528530487,0.008790138216501884,,0.0,,,,1667362000.0,,189685527000.0,189685527000.0,18191768000.0,,,,,2056663000.0,,,0
HALKB,2015/12,2020-02-14 18:14:51,0.11919646394217812,0.012333249968638361,,0.0,,,,2315313000.0,,187729350000.0,187729350000.0,19424343000.0,,,,,2855643000.0,,,0
HALKB,2016/3,2020-02-14 18:14:51,0.03334436177904192,0.0034817419283630253,,0.0,,,0.1653358327878628,680083000.0,,195328377000.0,195328377000.0,20395742000.0,,,,,838139000.0,,,0
HALKB,2016/6,2020-02-14 18:14:51,0.0746238174223507,0.00781366432764945,,0.0,,,0.273542163186621,1565680000.0,,200377177000.0,200377177000.0,20980969000.0,,,,,1917779000.0,,,0
HALKB,2016/9,2020-02-14 18:14:51,0.10272347498918108,0.010389194498744349,,0.0,,,0.31671226764193977,2195436000.0,,211319174000.0,211319174000.0,21372291000.0,,,,,2803696000.0,,,0
HALKB,2016/12,2020-02-14 18:14:51,0.1200108589663829,0.011053646552528171,,0.0,,,0.10493268080816719,2558265000.0,,231440818000.0,231440818000.0,21316946000.0,,,,,3351550000.0,,,0
HALKB,2017/3,2020-02-14 18:14:51,0.053472630150083,0.004919367306921588,,0.0,,,0.7926753058082616,1219168000.0,,247830244000.0,247830244000.0,22799851000.0,,,,,1546494000.0,,,0
HALKB,2017/6,2020-02-14 18:14:51,0.09352678683872484,0.008413427701294702,,0.0,,,0.4229849011292218,2227939000.0,,264807529000.0,264807529000.0,23821400000.0,,,,,2811039000.0,,,0
HALKB,2017/9,2020-02-14 18:14:51,0.1239616303699391,0.010760879468524836,,0.0,,,0.37107298960206536,3010103000.0,,279726486000.0,279726486000.0,24282538000.0,,,,,3745860000.0,,,0
HALKB,2017/12,2020-02-14 18:14:51,0.14680617552948785,0.012200602895069015,,0.0,,,0.4562455414118553,3725462000.0,,305350648000.0,305350648000.0,25376739000.0,,,,,4709582000.0,,,0
HALKB,2018/3,2020-02-14 18:14:51,0.029933956356364973,0.002468271966791804,,0.0,,,-0.3518596288616499,790192000.0,,320139762000.0,320139762000.0,26397847000.0,,,,,991836000.0,,,0
HALKB,2018/6,2020-02-14 18:14:51,0.06733401767794703,0.005462896108877464,,0.0,,,-0.1459802086143292,1902704000.0,,348295842000.0,348295842000.0,28257693000.0,,,,,2281774000.0,,,0
HALKB,2018/9,2020-02-14 18:14:51,0.0779390992638782,0.005693557505800108,,0.0,,,-0.26738453800418127,2205248000.0,,387323391000.0,387323391000.0,28294502000.0,,,,,2626040000.0,,,0
HALKB,2018/12,2020-02-14 18:14:51,0.0868963174089147,0.006663974698831969,,0.0,,,-0.32309200845425345,2521795000.0,,378422055000.0,378422055000.0,29020735000.0,,,,,2717818000.0,,,0
HALKB,2019/3,2020-02-14 18:14:51,0.010463183436965891,0.000749784667355603,,0.0,,,-0.6137799420900237,305188000.0,,407034197000.0,407034197000.0,29167796000.0,,,,,115564000.0,,,0
HALKB,2019/6,2020-02-14 18:14:51,0.02080966646585227,0.001434671790606496,,0.0,,,-0.6765461154231032,615437000.0,,428974072000.0,428974072000.0,29574573000.0,,,,,384091000.0,,,0
HALKB,2019/9,2020-02-14 18:14:51,0.030585142530737363,0.0020828672577276114,,0.0,,,-0.5811128725658067,923750000.0,,443499218000.0,443499218000.0,30202573000.0,,,,,855160000.0,,,0
HALKB,2019/12,2020-02-14 18:14:51,0.05343101211280888,0.003763978362403432,,0.0,,,-0.3178236137354543,1720309000.0,,457045401000.0,457045401000.0,32196826000.0,,,,,1968257000.0,,,0
HALKB,2020/3,2020-05-14 18:28:23,0.02507060446292827,0.001679683729530312,,0.0,,,1.7035302829731183,825085000.0,,491214498000.0,491214498000.0,32910455000.0,,,,,989328000.0,,,0
HALKB,2020/6,2020-08-14 18:22:20,0.04247406936030091,0.002979872328097033,,0.0,,,1.8843910912083608,1775161000.0,,595717133000.0,595717133000.0,41793994000.0,,,,,2314636000.0,,,0
HALKB,2020/9,2020-11-12 18:16:11,0.05015533594179432,0.0031493850281892944,,0.0,,,1.262697699594046,2090167000.0,,663674648000.0,663674648000.0,41673871000.0,,,,,2554819000.0,,,0
HALKB,2020/12,2021-02-15 18:28:29,0.06056404555604565,0.0038234488633851617,,0.0,,,0.5113825481352477,2600045000.0,,680026095000.0,680026095000.0,42930504000.0,,,,,3229900000.0,,,0
HALKB,2021/3,2021-05-07 18:14:50,0.0014036363966638652,8.520180179895172e-05,,0.0,,,-0.9284497960816158,59035000.0,,692884408000.0,692884408000.0,42058613000.0,,,,,38117000.0,,,0
HALKB,2021/6,2021-08-12 18:15:38,0.0029226980968868822,0.00017163217658505104,,0.0,,,-0.930723466772873,122977000.0,,716514831000.0,716514831000.0,42076532000.0,,,,,-129188000.0,,,0
HALKB,2021/9,2021-11-11 18:14:43,0.00509491168128249,0.00029705800526663733,,0.0,,,-0.8970694686118382,215142000.0,,724242391000.0,724242391000.0,42226836000.0,,,,,-19405000.0,,,0
HALKB,2021/12,2022-02-14 18:15:39,0.03466015392288178,0.0016729929427741906,,0.0,,,-0.4201142672530668,1507729000.0,,901216593000.0,901216593000.0,43500355000.0,,,,,1406093000.0,,,0
HALKB,2022/3,2022-05-12 18:15:35,0.03195878123740429,0.002098049607856145,,0.0,,,33.30542898280681,2025221000.0,,965287471000.0,965287471000.0,63369782000.0,,,,,3815084000.0,,,0
HALKB,2022/6,2022-08-12 18:14:05,0.06853266101653353,0.004220809987144954,,0.0,,,36.40771851647056,4600289000.0,,1089906680000.0,1089906680000.0,67125498000.0,,,,,6631286000.0,,,0
