AUC,Precision,Recall,F1,Fold_AUCs
0.7954704661581651,0.7174038475070013,0.7104848712909925,0.7139275961067152,"[0.7927334179160204, 0.7994447787377966, 0.7862816659045748, 0.8064384315764843, 0.7931197149100162]"
