AUC,Precision,Recall,F1,Fold AUCs
0.875183271546498,0.7784116206589492,0.7806382295896298,0.7795233351214652,"[0.8746789473600736, 0.8808504568203174, 0.8720368797516409, 0.8824510552269069, 0.8744933208218855]"
