AUC,Precision,Recall,F1,Fold AUCs
0.5222214996737088,0.540414878397711,0.4216724573374077,0.4737159741979982,"[0.49983350113648933, 0.544871373640914, 0.6404428525182139, 0.6968409300736329, 0.6655684646381824]"
