rebalance_date,symbol,score_m1,weight_raw,weight_effective,future_ret_cap,future_ret_after_sl,regime_value,risk_multiplier
2025-01-02,ALFAS,0.2891088727516572,0.1405430529170669,0.14054305291706692,0.0369832389224937,0.0369832389224937,0.0389425730920633,1.0
2025-01-02,EUPWR,0.149173964115864,0.1798215851334105,0.17982158513341054,0.1444844124700239,0.1444844124700239,0.0389425730920633,1.0
2025-01-02,KARTN,0.31891774158326774,0.1854144002065325,0.18541440020653252,0.2078059071729958,0.2078059071729958,0.0389425730920633,1.0
2025-01-02,KFEIN,0.1494381796194065,0.2244359352797674,0.22443593527976743,0.2149115633542841,0.2149115633542841,0.0389425730920633,1.0
2025-01-02,KIMMR,0.2019919207547516,0.2697850264632227,0.2697850264632228,0.0770791075050709,0.0770791075050709,0.0389425730920633,1.0
2025-01-03,ALFAS,0.28274429551645835,0.13034196825573774,0.13034196825573774,0.0810611338146183,0.0810611338146183,0.0389545759663727,1.0
2025-01-03,BIOEN,0.1510700610374058,0.17686721882274625,0.17686721882274625,-0.131079478054567,-0.03,0.0389545759663727,1.0
2025-01-03,KARTN,0.4208852785661946,0.1794600054109443,0.1794600054109443,0.2273915316257186,0.2273915316257186,0.0389545759663727,1.0
2025-01-03,KFEIN,0.16231679407550434,0.28310040248433704,0.28310040248433704,0.2369331485083929,0.2369331485083929,0.0389545759663727,1.0
2025-01-03,KIMMR,0.18453666752897316,0.2302304050262346,0.2302304050262346,0.0331707317073171,0.0331707317073171,0.0389545759663727,1.0
2025-01-06,ALFAS,0.24045419209647478,0.14473263475127565,0.14473263475127565,-0.0457518245196197,-0.03,0.0389905862533843,1.0
2025-01-06,BIOEN,0.14229740101492985,0.1984235707684643,0.1984235707684643,-0.1695906432748539,-0.03,0.0389905862533843,1.0
2025-01-06,KARTN,0.4083964693612528,0.21705485192047244,0.21705485192047244,0.1848390446521286,0.1848390446521286,0.0389905862533843,1.0
2025-01-06,KIMMR,0.20056545957260524,0.25263964929369687,0.25263964929369687,-0.0067632850241545,-0.0067632850241545,0.0389905862533843,1.0
2025-01-06,ORGE,0.15890535262549912,0.1871492932660908,0.1871492932660908,-0.0301449275362317,-0.03,0.0389905862533843,1.0
2025-01-07,BIOEN,0.5234825530031753,0.20189085298569123,0.2018908529856913,-0.1605450236966824,-0.03,0.041234469514829,1.0
2025-01-07,CANTE,0.5294301563317136,0.18711954555739962,0.18711954555739965,-0.1638418079096045,-0.03,0.041234469514829,1.0
2025-01-07,EUPWR,0.552784250796262,0.21923019942547717,0.21923019942547722,0.1543026706231451,0.1543026706231451,0.041234469514829,1.0
2025-01-07,KARTN,0.7838941428918291,0.21947807735370245,0.2194780773537025,0.190625,0.190625,0.041234469514829,1.0
2025-01-07,SMRTG,0.5511034758846962,0.17228132467772939,0.1722813246777294,-0.0268948655256724,-0.0268948655256724,0.041234469514829,1.0
