rebalance_date,n_universe,n_liquid,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-02,110,110,0.024545670793341676,0.023545670793341675,0.11548192944764853,-0.09193625865430685,0.6,0.0,1.0235456707933417,1.1154819294476486,0.9080637413456931
2025-01-30,110,110,0.011473711968535444,0.010473711968535443,-0.0122626829063957,0.02273639487493114,0.4,1.0,1.0342659933358724,1.1018031282590177,0.9287098371405361
2025-02-27,109,109,0.0353125627779675,0.0343125627779675,-0.0020067438866043998,0.0363193066645719,0.4,1.0,1.0697543101613265,1.0995920915671424,0.9624399345180479
2025-03-27,107,107,-0.010171366900963643,-0.011171366900963643,-0.0132264775473558,0.0020551106463921574,0.4,1.0,1.0578036922686271,1.0850483614567796,0.9644178550739889
2025-04-29,110,110,-0.010714871901696761,-0.01171487190169676,0.005155716000403202,-0.016870587902099964,0.2,0.0,1.0454116575165584,1.0906425626551537,0.9481475588756085
2025-05-29,110,110,0.0376837505695771,0.0366837505695771,0.0093798112552265,0.0273039393143506,0.6,1.0,1.083761278003424,1.1008725840397757,0.9740357222841978
2025-06-30,111,111,0.1704343463897499,0.1694343463897499,-0.013432346542620096,0.18286669293237,1.0,1.0,1.2673876617844542,1.0860852819916837,1.1521544136163013
2025-07-29,109,109,0.13344278923445418,0.13244278923445418,-0.015402035602446993,0.14784482483690117,1.0,1.0,1.4352440187525204,1.0693573578111542,1.322494481082466
2025-08-26,111,111,0.13697050630858093,0.13597050630858093,-0.0027230629205106005,0.13869356922909154,0.6,1.0,1.6303948746586632,1.0664454304413233,1.5059159609495685
2025-09-23,111,111,-0.08221043792649022,-0.08321043792649022,0.005784479881569801,-0.08899491780806001,0.0,0.0,1.4947290031452107,1.0726142625785033,1.3718970937790158
